days,departure_date,now,pageid,price,title,titleid,titleurl,total 
5,2019-04-26,20,P002,25800,菲悅巴拉望一島一飯店～直飛超值渡假五日遊～東南亞航空XO,PPS05190426A,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=PPS05190426A&sacctNo=70845312,20
5,2019-04-20,25,P002,30900,【聯營團★愛戀北海道】浪漫小樽、百萬夜景、美蟹三溫泉5日旭函,SPK190420ITA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=SPK190420ITA,26
11,2019-04-20,0,P002,47900,藍色土耳其、蕃紅花城、愛琴海11日遊(鬱金香節),ME1190420EKA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=ME1190420EKA,34
10,2019-04-20,26,P002,98900,玩家領團義大利法拉利藍寶堅尼深度解說體驗10日,EW1090420EKA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=EW1090420EKA,27
5,2019-04-26,23,P002,32900,【聯營團★愛戀北海道】米其林料理、浪漫小樽、美蟹溫泉5日函旭,SPK190426ITA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=SPK190426ITA,26
9,2019-04-26,15,P002,63900,馬航-珍愛斯里蘭卡全覽9日,CMBMH90426GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=CMBMH90426GA&sacctNo=23420481,20
6,2019-04-27,4,P002,18400,長灘島直飛六日小資-台灣虎航,KLO06190427A,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO06190427A&sacctNo=70845312,4
5,2019-04-27,12,P002,19500,長灘島直飛五日小資-東南亞航空XO,KLO05190427A,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190427A&sacctNo=70845312,20
5,2019-04-27,20,P002,21500,長灘島直飛五日超值-東南亞航空XO,KLO05190427B,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190427B&sacctNo=70845312,20
6,2019-04-27,4,P002,22400,長灘島直飛六日精選-台灣虎航,KLO06190427C,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO06190427C&sacctNo=70845312,4
6,2019-04-21,19,P002,17500,《酷鳥假期》龍蝦和牛吃到飽海上爭霸戰SPA雙夜市5+1日,BKK190421XWA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK190421XWA,20
6,2019-04-27,4,P002,20400,長灘島直飛六日超值-台灣虎航,KLO06190427B,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO06190427B&sacctNo=70845312,4
5,2019-04-27,20,P002,23500,長灘島直飛五日精選-東南亞航空XO,KLO05190427C,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190427C&sacctNo=70845312,20
5,2019-04-27,15,P002,27800,迷戀沙巴美人魚島5日(2人成行),BKIMH90427GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=BKIMH90427GA&sacctNo=23420481,16
5,2019-04-27,25,P002,32900,【聯營團★愛戀北海道】浪漫小樽、百萬夜景、美蟹三溫泉5日旭函,SPK190427ITA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=SPK190427ITA,26
5,2019-04-28,19,P002,17900,韓國輕鬆遊5日,SEL05KE9428A,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL05KE9428A&sacctNo=04618569,20
5,2019-04-28,16,P002,24500,撼動北越~下龍灣纜車+摩天輪+陸龍灣五日八國聯軍美食+歐巴馬烤肉米線、不進購物站、含稅簽,HANVN90428GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=HANVN90428GA&sacctNo=23420481,17
5,2019-04-28,20,P002,24900,薄荷島+宿霧與鯨同遊全覽5日-XO東南亞航空,CEB05190428D,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=CEB05190428D&sacctNo=70845312,20
5,2019-04-28,16,P002,27500,醇品北越～下龍灣海濱別墅、公主號、閒情陸龍灣五日(十人出團)、不進購物站、含稅簽,HANVN90428GB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=HANVN90428GB&sacctNo=23420481,17
4,2019-04-28,89,P002,27900,盛世公主號～沖繩自主遊四天,OKAMJ90428GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=OKAMJ90428GA&sacctNo=23420481,200
5,2019-04-29,15,P002,28300,汶萊五星帝國酒店．長鼻猴生態５天,BWNBI90429GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=BWNBI90429GA&sacctNo=23420481,16
5,2019-04-29,15,P002,32800,汶萊五星帝國酒店．烏魯淡武廊國家公園５天,BWNBI90429GB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=BWNBI90429GB&sacctNo=23420481,16
5,2019-04-30,16,P002,24500,撼動北越~下龍灣纜車+摩天輪+陸龍灣五日八國聯軍美食+歐巴馬烤肉米線、不進購物站、含稅簽,HANVN90430GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=HANVN90430GA&sacctNo=23420481,17
5,2019-04-30,20,P002,26800,菲悅巴拉望一島一飯店～直飛超值渡假五日遊～東南亞航空XO,PPS05190430A,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=PPS05190430A&sacctNo=70845312,20
5,2019-04-30,15,P002,27200,迷戀沙巴美人魚島5日(2人成行),BKIMH90430GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=BKIMH90430GA&sacctNo=23420481,16
5,2019-04-30,16,P002,27500,醇品北越～下龍灣海濱別墅、公主號、閒情陸龍灣五日(十人出團)、不進購物站、含稅簽,HANVN90430GB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=HANVN90430GB&sacctNo=23420481,17
10,2019-04-30,0,P002,67900,勇闖德古拉探詢玫瑰國度羅馬尼亞保加利亞10天,EE1090430QRC,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=EE1090430QRC,26
10,2019-04-30,26,P002,74900,浪漫愛琴海雙島：聖托里尼、米克諾斯、天空之城、諸神的故鄉、希臘10天之旅,ES1090430CAA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=ES1090430CAA,27
5,2019-05-01,20,P002,20900,長灘島直飛五日小資-東南亞航空XO,KLO05190501A,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190501A&sacctNo=70845312,20
5,2019-05-01,20,P002,22900,長灘島直飛五日超值-東南亞航空XO,KLO05190501B,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190501B&sacctNo=70845312,20
5,2019-05-01,19,P002,24000,中越峴港風華再峴最美海灣~山茶半島世界遺產五日順化古都會安古鎮迦南島五行山。無購物.含稅險簽早午,DADFE90501GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=DADFE90501GA&sacctNo=23420481,20
5,2019-05-01,20,P002,24900,長灘島直飛五日精選-東南亞航空XO,KLO05190501C,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190501C&sacctNo=70845312,20
4,2019-05-01,12,P002,27900,盛世公主號～沖繩自主遊四天,OKAMJ90501GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=OKAMJ90501GA&sacctNo=23420481,150
5,2019-05-01,19,P002,31500,醬玩中越峴港漫遊會安豪華美食全程五星五日早午,DADFE90501GB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=DADFE90501GB&sacctNo=23420481,20
10,2019-05-01,26,P002,85900,經典德瑞國王湖少女峰10日,EW1090501CIA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=EW1090501CIA,27
5,2019-05-02,20,P002,10999,【臺灣虎航】曼谷自由行5天-X2Vibe酒店(含稅),0BKK190502IT,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=0BKK190502IT,20
6,2019-05-02,4,P002,18400,長灘島直飛六日小資-台灣虎航,KLO06190502A,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO06190502A&sacctNo=70845312,4
6,2019-05-02,4,P002,20400,長灘島直飛六日超值-台灣虎航,KLO06190502B,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO06190502B&sacctNo=70845312,4
6,2019-05-02,4,P002,22400,長灘島直飛六日精選-台灣虎航,KLO06190502C,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO06190502C&sacctNo=70845312,4
5,2019-05-02,16,P002,24500,撼動北越~下龍灣纜車+摩天輪+陸龍灣五日八國聯軍美食+歐巴馬烤肉米線、不進購物站、含稅簽,HANVN90502GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=HANVN90502GA&sacctNo=23420481,17
5,2019-05-02,1,P002,24900,宿霧+薄荷島與鯨同遊全覽5日-XO東南亞航空,CEB05190502C,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=CEB05190502C&sacctNo=70845312,24
5,2019-05-02,16,P002,27500,醇品北越～下龍灣海濱別墅、公主號、閒情陸龍灣五日(十人出團)、不進購物站、含稅簽,HANVN90502GB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=HANVN90502GB&sacctNo=23420481,17
5,2019-05-02,15,P002,28300,汶萊五星帝國酒店．長鼻猴生態５天,BWNBI90502GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=BWNBI90502GA&sacctNo=23420481,16
5,2019-05-02,15,P002,32800,汶萊五星帝國酒店．烏魯淡武廊國家公園５天,BWNBI90502GB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=BWNBI90502GB&sacctNo=23420481,16
5,2019-05-03,19,P002,17900,韓國輕鬆遊5日,SEL05KE9503B,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL05KE9503B&sacctNo=04618569,20
6,2019-05-03,19,P002,18000,《酷鳥假期》龍蝦和牛吃到飽海上爭霸戰SPA雙夜市5+1日,BKK190503XWA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK190503XWA,20
5,2019-05-03,19,P002,18900,【韓國新玩法5日】,SEL05KE9503A,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL05KE9503A&sacctNo=04618569,20
5,2019-05-03,25,P002,34900,【聯營團★愛戀北海道】米其林料理、浪漫小樽、美蟹溫泉5日函旭,SPK190503ITA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=SPK190503ITA,26
9,2019-05-03,19,P002,63900,馬航-珍愛斯里蘭卡全覽9日,CMBMH90503GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=CMBMH90503GA&sacctNo=23420481,20
6,2019-05-04,4,P002,18400,長灘島直飛六日小資-台灣虎航,KLO06190504A,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO06190504A&sacctNo=70845312,4
6,2019-05-04,4,P002,20400,長灘島直飛六日超值-台灣虎航,KLO06190504B,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO06190504B&sacctNo=70845312,4
5,2019-05-04,19,P002,22000,中越峴港風華再峴最美海灣~山茶半島世界遺產五日順化古都會安古鎮迦南島五行山。無購物.含稅險簽早午,DADFE90504GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=DADFE90504GA&sacctNo=23420481,20
6,2019-05-04,4,P002,22400,長灘島直飛六日精選-台灣虎航,KLO06190504C,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO06190504C&sacctNo=70845312,4
5,2019-05-04,16,P002,24500,撼動北越~下龍灣纜車+摩天輪+陸龍灣五日八國聯軍美食+歐巴馬烤肉米線、不進購物站、含稅簽,HANVN90504GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=HANVN90504GA&sacctNo=23420481,17
5,2019-05-04,20,P002,25800,菲悅巴拉望一島一飯店～直飛超值渡假五日遊～東南亞航空XO,PPS05190504A,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=PPS05190504A&sacctNo=70845312,20
5,2019-05-04,15,P002,27200,迷戀沙巴美人魚島5日(2人成行),BKIMH90504GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=BKIMH90504GA&sacctNo=23420481,16
5,2019-05-04,16,P002,27500,醇品北越～下龍灣海濱別墅、公主號、閒情陸龍灣五日(十人出團)、不進購物站、含稅簽,HANVN90504GB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=HANVN90504GB&sacctNo=23420481,17
4,2019-05-04,84,P002,27900,盛世公主號～沖繩自主遊四天,OKAMJ90504GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=OKAMJ90504GA&sacctNo=23420481,150
5,2019-05-04,19,P002,29500,醬玩中越峴港漫遊會安豪華美食全程五星五日早午,DADFE90504GB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=DADFE90504GB&sacctNo=23420481,20
5,2019-05-04,25,P002,34900,【聯營團★愛戀北海道】浪漫小樽、百萬夜景、美蟹三溫泉5日旭函,SPK190504ITA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=SPK190504ITA,26
10,2019-05-04,20,P002,71900,阿聯酋超值西班牙聖家堂佛朗明哥舞全覽10天,ES1090504EKA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=ES1090504EKA,21
10,2019-05-04,20,P002,75900,超值西葡雙國巴塞隆納全覽10天(一內陸段飛機),SS1090504EKA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=SS1090504EKA,21
6,2019-05-05,19,P002,17500,《酷鳥假期》龍蝦和牛吃到飽海上爭霸戰SPA雙夜市5+1日,BKK190505XWA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK190505XWA,20
5,2019-05-05,19,P002,17900,韓國輕鬆遊5日,SEL05KE9505A,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL05KE9505A&sacctNo=04618569,20
5,2019-05-05,20,P002,19500,長灘島直飛五日小資-東南亞航空XO,KLO05190505A,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190505A&sacctNo=70845312,20
5,2019-05-05,19,P002,21000,中越峴港風華再峴最美海灣~山茶半島世界遺產五日順化古都會安古鎮迦南島五行山。無購物.含稅險簽早午,DADFE90505GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=DADFE90505GA&sacctNo=23420481,20
5,2019-05-05,20,P002,21500,長灘島直飛五日超值-東南亞航空XO,KLO05190505B,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190505B&sacctNo=70845312,20
5,2019-05-05,20,P002,23500,長灘島直飛五日精選-東南亞航空XO,KLO05190505C,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190505C&sacctNo=70845312,20
5,2019-05-05,16,P002,24500,撼動北越~下龍灣纜車+摩天輪+陸龍灣五日八國聯軍美食+歐巴馬烤肉米線、不進購物站、含稅簽,HANVN90505GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=HANVN90505GA&sacctNo=23420481,17
5,2019-05-05,16,P002,27500,醇品北越～下龍灣海濱別墅、公主號、閒情陸龍灣五日(十人出團)、不進購物站、含稅簽,HANVN90505GB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=HANVN90505GB&sacctNo=23420481,17
5,2019-05-05,19,P002,28500,醬玩中越峴港漫遊會安豪華美食全程五星五日早午,DADFE90505GB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=DADFE90505GB&sacctNo=23420481,20
10,2019-05-05,21,P002,48900,法老王的呼喚金字塔紅海度假10天,AE1090505RJA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=AE1090505RJA,22
11,2019-05-05,19,P002,59900,春夏超值奧捷斯匈東歐四國全覽11天,EE1190505HUA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=EE1190505HUA,26
11,2019-05-05,25,P002,84900,摩西來了!西班牙摩洛哥直布羅陀11天,ES1190505EKA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=ES1190505EKA,26
10,2019-05-05,25,P002,103900,峰花雪嶽深度瑞士10日【四大名峰+三景觀列車+三健行】,EW3990505LXA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=EW3990505LXA,26
5,2019-05-06,19,P002,21500,中越峴港風華再峴最美海灣~山茶半島世界遺產五日順化古都會安古鎮迦南島五行山。無購物.含稅險簽早晚,DADFE90506GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=DADFE90506GA&sacctNo=23420481,20
5,2019-05-06,16,P002,24500,撼動北越~下龍灣纜車+摩天輪+陸龍灣五日八國聯軍美食+歐巴馬烤肉米線、不進購物站、含稅簽,HANVN90506GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=HANVN90506GA&sacctNo=23420481,17
5,2019-05-06,20,P002,24900,薄荷島+宿霧與鯨同遊全覽5日-XO東南亞航空,CEB05190506D,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=CEB05190506D&sacctNo=70845312,20
5,2019-05-06,16,P002,27500,醇品北越～下龍灣海濱別墅、公主號、閒情陸龍灣五日(十人出團)、不進購物站、含稅簽,HANVN90506GB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=HANVN90506GB&sacctNo=23420481,17
5,2019-05-06,15,P002,28300,汶萊五星帝國酒店．長鼻猴生態５天,BWNBI90506GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=BWNBI90506GA&sacctNo=23420481,16
5,2019-05-06,19,P002,29000,醬玩中越峴港漫遊會安豪華美食全程五星五日早晚,DADFE90506GB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=DADFE90506GB&sacctNo=23420481,20
5,2019-05-06,15,P002,32800,汶萊五星帝國酒店．烏魯淡武廊國家公園５天,BWNBI90506GB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=BWNBI90506GB&sacctNo=23420481,16
5,2019-05-06,7,P002,33900,【聯營團★越後新潟】浪漫花季、小木盆舟、採果樂、閃亮之宿5日,KIJ190506FEA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KIJ190506FEA,40
11,2019-05-06,3,P002,45900,藍色土耳其、蕃紅花城、愛琴海11日遊,ME1190506EKA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=ME1190506EKA,32
4,2019-05-07,24,P002,22888,《沖繩好好玩》HAPPYGO四日～海洋博．萬座毛．瀨長島．A級飯店＜華航晚去晚回＞,OKACI90507GP,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=OKACI90507GP&sacctNo=23420481,25
4,2019-05-07,24,P002,22888,《沖繩好好玩》沖繩GO歡樂四日～美國村．海洋博．永旺夢樂城．OUTLET【現金優惠價】晚去晚回,OKACI90507TS,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=OKACI90507TS&sacctNo=23420481,25
10,2019-05-06,32,P002,64900,超值三國克斯波16湖國家公園OUTLET10天,EE1090506QRA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=EE1090506QRA,33
10,2019-05-06,25,P002,73900,浪漫雙國奧地利、捷克米其林、湖區、古堡、遊船10天,EE1090506BRC,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=EE1090506BRC,26
10,2019-05-06,25,P002,73900,超值直飛東歐全覽奧捷斯匈湖區、雙堡10天,EE1090506BRA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=EE1090506BRA,26
9,2019-05-06,26,P002,76900,英倫夏日風采深度英國9日【湖區+巴斯+國鐵+愛丁堡】,EW0990506CIA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=EW0990506CIA,27
5,2019-05-07,15,P002,26000,迷戀沙巴美人魚島5日(2人成行),BKIMH90507GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=BKIMH90507GA&sacctNo=23420481,16
4,2019-05-07,24,P002,26888,《沖繩好好玩》夏戀沖繩四日～海洋博．恐龍森林公園．青洞浮潛．琉球文化村＜升等海濱飯店一晚＞＜晚去晚回＞,OKACI90507GL,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=OKACI90507GL&sacctNo=23420481,25
4,2019-05-07,24,P002,27388,《沖繩好好玩》HI翻沖繩四日～海洋博公園．古宇利大橋．古宇利海洋塔～A級飯店A級享樂【華航晚去晚回】,OKACI90507GH,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=OKACI90507GH&sacctNo=23420481,25
4,2019-05-07,24,P002,17388,《沖繩好好玩》玩翻沖繩四日～海洋博．古宇利．OUTLET．瀨長島＜晚去晚回＞★現金優惠價不含稅,OKACI90507SF,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=OKACI90507SF&sacctNo=23420481,25
5,2019-05-07,19,P002,19900,釜濟雙城戀5日,PUS05BX9507Q,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=PUS05BX9507Q&sacctNo=04618569,20
5,2019-05-08,19,P002,29500,醬玩中越峴港漫遊會安豪華美食全程五星五日早午,DADFE90508GB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=DADFE90508GB&sacctNo=23420481,20
6,2019-05-08,39,P002,38900,【聯營團★越後新潟】小木盆舟、季節採果樂、百選溫泉之宿6日,KIJ190508FEA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KIJ190508FEA,40
5,2019-05-07,33,P002,30900,盛世公主號～沖繩．石垣島自主遊五天,OKAMJ90507GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=OKAMJ90507GA&sacctNo=23420481,400
5,2019-05-07,25,P002,32900,【聯營團★愛戀北海道】阿寒湖、粉彩芝櫻、螃蟹三溫泉5日旭旭,SPK190507ITA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=SPK190507ITA,26
10,2019-05-07,20,P002,40900,【皇家約旦航空】土耳其愛琴海、蕃紅花城、洞穴10天,ME1090507RJA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=ME1090507RJA,21
11,2019-05-08,26,P002,102900,義見傾心義大利西西里南北義全覽11天,EW1190508CIA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=EW1190508CIA,27
5,2019-05-09,20,P002,10999,【臺灣虎航】曼谷自由行5天-X2Vibe酒店(含稅),0BKK190509IT,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=0BKK190509IT,20
5,2019-05-09,20,P002,11888,【泰獅福】曼谷自由行5天-X2Vibe酒店(含稅),0BKK190509SL,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=0BKK190509SL,20
6,2019-05-09,4,P002,18400,長灘島直飛六日小資-台灣虎航,KLO06190509A,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO06190509A&sacctNo=70845312,4
10,2019-05-07,26,P002,74900,浪漫愛琴海雙島：聖托里尼、米克諾斯、天空之城、諸神的故鄉、希臘10天之旅,ES1090507CAA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=ES1090507CAA,27
11,2019-05-07,0,P002,76900,超值經典伊比利西班牙葡萄牙雙國雙秀11天,SS1190507TKB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=SS1190507TKB,26
10,2019-05-07,26,P002,81900,義然自得深度義大利10日【藍洞+高鐵+五鄉地+住島上】,EW1090507CIB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=EW1090507CIB,27
5,2019-05-08,20,P002,10999,【臺灣虎航】曼谷自由行5天-X2Vibe酒店(含稅),0BKK190508IT,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=0BKK190508IT,20
5,2019-05-09,20,P002,19500,長灘島直飛五日小資-東南亞航空XO,KLO05190509A,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190509A&sacctNo=70845312,20
6,2019-05-09,4,P002,20400,長灘島直飛六日超值-台灣虎航,KLO06190509B,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO06190509B&sacctNo=70845312,4
5,2019-05-09,20,P002,21500,長灘島直飛五日超值-東南亞航空XO,KLO05190509B,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190509B&sacctNo=70845312,20
5,2019-05-09,19,P002,22000,中越峴港風華再峴最美海灣~山茶半島世界遺產五日順化古都會安古鎮迦南島五行山。無購物.含稅險簽早午,DADFE90509GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=DADFE90509GA&sacctNo=23420481,20
5,2019-05-08,19,P002,22000,中越峴港風華再峴最美海灣~山茶半島世界遺產五日順化古都會安古鎮迦南島五行山。無購物.含稅險簽早午,DADFE90508GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=DADFE90508GA&sacctNo=23420481,20
4,2019-05-08,24,P002,23888,《沖繩好好玩》HAPPYGO四日～海洋博．萬座毛．瀨長島．A級飯店＜華航晚去晚回＞,OKACI90508GP,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=OKACI90508GP&sacctNo=23420481,25
4,2019-05-08,24,P002,23888,《沖繩好好玩》沖繩GO歡樂四日～美國村．海洋博．永旺夢樂城．OUTLET【現金優惠價】晚去晚回,OKACI90508TS,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=OKACI90508TS&sacctNo=23420481,25
6,2019-05-09,4,P002,22400,長灘島直飛六日精選-台灣虎航,KLO06190509C,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO06190509C&sacctNo=70845312,4
5,2019-05-09,20,P002,23500,長灘島直飛五日精選-東南亞航空XO,KLO05190509C,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190509C&sacctNo=70845312,20
5,2019-05-09,16,P002,24500,撼動北越~下龍灣纜車+摩天輪+陸龍灣五日八國聯軍美食+歐巴馬烤肉米線、不進購物站、含稅簽,HANVN90509GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=HANVN90509GA&sacctNo=23420481,17
5,2019-05-09,15,P002,27200,迷戀沙巴美人魚島5日(2人成行),BKIMH90509GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=BKIMH90509GA&sacctNo=23420481,16
5,2019-05-08,16,P002,24500,撼動北越~下龍灣纜車+摩天輪+陸龍灣五日八國聯軍美食+歐巴馬烤肉米線、不進購物站、含稅簽,HANVN90508GA,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=HANVN90508GA&sacctNo=23420481,17
5,2019-05-08,20,P002,25800,菲悅巴拉望一島一飯店～直飛超值渡假五日遊～東南亞航空XO,PPS05190508A,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=PPS05190508A&sacctNo=70845312,20
5,2019-05-08,16,P002,27500,醇品北越～下龍灣海濱別墅、公主號、閒情陸龍灣五日(十人出團)、不進購物站、含稅簽,HANVN90508GB,http://www.orangetour.com.tw/EW/GO/GroupDetail.asp?prodCd=HANVN90508GB&sacctNo=23420481,17
